scenario_id,category,datasets_json,omega,K,N_min,method,ci_low,ci_high,ci_width,clipped,valid,runtime_ms,width_ratio_vs_sim,jaccard_vs_sim,overlap_vs_sim,endpoint_abs_err_vs_sim,center_abs_err_vs_sim
157,multiple,"[[38, 31, 14], [46, 34, 16], [15, 10, 7]]",1.0,1000,64,ehp CI,74.0,106.0,32.0,False,True,1.244500046595931,0.7619047619047619,0.7619047619047619,32.0,10.0,5.0
157,multiple,"[[38, 31, 14], [46, 34, 16], [15, 10, 7]]",1.0,1000,64,Established CI #1,64.0,111.01124633944447,47.01124633944447,True,True,0.49480004236102104,1.119315389034392,0.711754737297009,37.01124633944447,14.988753660555531,7.4943768302777585
157,multiple,"[[38, 31, 14], [46, 34, 16], [15, 10, 7]]",1.0,1000,64,Established CI #2,64.0,1000.0,936.0,True,True,0.26050000451505184,22.285714285714285,0.04487179487179487,42.0,894.0,437.0
158,multiple,"[[32, 36, 22], [47, 45, 5], [26, 21, 14], [18, 38, 8]]",1.0,2115,87,Simulation (reference),87.0,358.0,271.0,False,True,3199.410400004126,1.0,1.0,271.0,0.0,0.0
158,multiple,"[[32, 36, 22], [47, 45, 5], [26, 21, 14], [18, 38, 8]]",1.0,2115,87,ehp CI,103.0,144.0,41.0,False,True,2.1594000281766057,0.15129151291512916,0.15129151291512916,41.0,230.0,99.0
158,multiple,"[[32, 36, 22], [47, 45, 5], [26, 21, 14], [18, 38, 8]]",1.0,2115,87,Established CI #1,87.0,124.05356485470783,37.05356485470783,True,True,0.32400002237409353,0.13672902160408792,0.13672902160408792,37.05356485470783,233.94643514529218,116.97321757264609
158,multiple,"[[32, 36, 22], [47, 45, 5], [26, 21, 14], [18, 38, 8]]",1.0,2115,87,Established CI #2,87.0,2115.0,2028.0,True,True,0.15390000771731138,7.483394833948339,0.133629191321499,271.0,1757.0,878.5
159,multiple,"[[39, 42, 34], [42, 31, 13], [8, 25, 4], [35, 45, 13]]",1.0,1000,67,Simulation (reference),87.0,140.0,53.0,False,True,1295.1340998988599,1.0,1.0,53.0,0.0,0.0
159,multiple,"[[39, 42, 34], [42, 31, 13], [8, 25, 4], [35, 45, 13]]",1.0,1000,67,ehp CI,72.0,91.0,19.0,False,True,1.2616999447345734,0.3584905660377358,0.058823529411764705,4.0,64.0,32.0
159,multiple,"[[39, 42, 34], [42, 31, 13], [8, 25, 4], [35, 45, 13]]",1.0,1000,67,Established CI #1,67.0,95.66262115718143,28.662621157181434,True,True,0.3247000277042389,0.5408041727770082,0.11866604324906074,8.662621157181434,64.33737884281857,32.16868942140928
159,multiple,"[[39, 42, 34], [42, 31, 13], [8, 25, 4], [35, 45, 13]]",1.0,1000,67,Established CI #2,67.0,1000.0,933.0,True,True,0.1556000206619501,17.60377358490566,0.05680600214362272,53.0,880.0,420.0
160,multiple,"[[47, 38, 29], [14, 13, 5], [41, 28, 5]]",1.0,1148,64,Simulation (reference),84.0,95.0,11.0,False,True,1213.8492999365553,1.0,1.0,11.0,0.0,0.0
160,multiple,"[[47, 38, 29], [14, 13, 5], [41, 28, 5]]",1.0,1148,64,ehp CI,72.0,101.0,29.0,False,True,1.1103999568149447,2.6363636363636362,0.3793103448275862,11.0,18.0,3.0
160,multiple,"[[47, 38, 29], [14, 13, 5], [41, 28, 5]]",1.0,1148,64,Established CI #1,64.0,112.35787935994213,48.35787935994213,True,True,0.35230000503361225,4.39617085090383,0.2274706861755396,11.0,37.35787935994213,1.3210603200289341
160,multiple,"[[47, 38, 29], [14, 13, 5], [41, 28, 5]]",1.0,1148,64,Established CI #2,64.0,1148.0,1084.0,True,True,0.15780003741383553,98.54545454545455,0.01014760147601476,11.0,1073.0,516.5
161,multiple,"[[30, 46, 14], [47, 25, 17]]",1.0,1000,62,Simulation (reference),71.0,105.0,34.0,False,True,606.0824000742286,1.0,1.0,34.0,0.0,0.0
161,multiple,"[[30, 46, 14], [47, 25, 17]]",1.0,1000,62,ehp CI,71.0,105.0,34.0,False,True,0.7726000621914864,1.0,1.0,34.0,0.0,0.0
161,multiple,"[[30, 46, 14], [47, 25, 17]]",1.0,1000,62,Established CI #1,62.0,121.30278154779838,59.302781547798375,True,True,0.31759997364133596,1.7441994572881876,0.5733289250959638,34.0,25.302781547798375,3.6513907738991804
161,multiple,"[[30, 46, 14], [47, 25, 17]]",1.0,1000,62,Established CI #2,,,,False,False,0.01109996810555458,,,,,
162,multiple,"[[21, 37, 10], [46, 8, 6], [35, 20, 13]]",1.0,1000,48,Simulation (reference),54.0,80.0,26.0,False,True,940.9600000362843,1.0,1.0,26.0,0.0,0.0
162,multiple,"[[21, 37, 10], [46, 8, 6], [35, 20, 13]]",1.0,1000,48,ehp CI,54.0,81.0,27.0,False,True,1.0264000156894326,1.0384615384615385,0.9629629629629629,26.0,1.0,0.5
162,multiple,"[[21, 37, 10], [46, 8, 6], [35, 20, 13]]",1.0,1000,48,Established CI #1,48.0,94.9965637468611,46.9965637468611,True,True,0.32160000409930944,1.8075601441100422,0.5532319371272445,26.0,20.9965637468611,4.498281873430557
162,multiple,"[[21, 37, 10], [46, 8, 6], [35, 20, 13]]",1.0,1000,48,Established CI #2,48.0,1000.0,952.0,True,True,0.15609990805387497,36.61538461538461,0.0273109243697479,26.0,926.0,457.0
163,multiple,"[[13, 14, 3], [42, 34, 30], [24, 25, 10]]",1.0,1000,46,Simulation (reference),46.0,54.0,8.0,False,True,1028.3684999449179,1.0,1.0,8.0,0.0,0.0
163,multiple,"[[13, 14, 3], [42, 34, 30], [24, 25, 10]]",1.0,1000,46,ehp CI,46.0,54.0,8.0,False,True,1.0648000752553344,1.0,1.0,8.0,0.0,0.0
163,multiple,"[[13, 14, 3], [42, 34, 30], [24, 25, 10]]",1.0,1000,46,Established CI #1,46.0,71.01699144022646,25.016991440226462,True,True,0.3303999546915293,3.127123930028308,0.3197826572837322,8.0,17.016991440226462,8.508495720113231
163,multiple,"[[13, 14, 3], [42, 34, 30], [24, 25, 10]]",1.0,1000,46,Established CI #2,46.0,1000.0,954.0,True,True,0.1596000511199236,119.25,0.008385744234800839,8.0,946.0,473.0
164,multiple,"[[48, 28, 13], [16, 15, 7], [46, 32, 13]]",1.0,1000,65,Simulation (reference),74.0,125.0,51.0,False,True,981.3416000688449,1.0,1.0,51.0,0.0,0.0
164,multiple,"[[48, 28, 13], [16, 15, 7], [46, 32, 13]]",1.0,1000,65,ehp CI,83.0,127.0,44.0,False,True,1.079099951311946,0.8627450980392157,0.7924528301886793,42.0,11.0,5.5
164,multiple,"[[48, 28, 13], [16, 15, 7], [46, 32, 13]]",1.0,1000,65,Established CI #1,65.94127058624304,134.53261308561068,68.59134249936764,False,True,0.3472999669611454,1.3449282843013264,0.7435340691935018,51.0,17.59134249936764,0.7369418359268565
164,multiple,"[[48, 28, 13], [16, 15, 7], [46, 32, 13]]",1.0,1000,65,Established CI #2,65.0,1000.0,935.0,True,True,0.16279995907098055,18.333333333333332,0.05454545454545454,51.0,884.0,433.0
165,multiple,"[[46, 44, 23], [24, 11, 4], [45, 41, 18], [47, 21, 5]]",1.0,1000,68,Simulation (reference),84.0,121.0,37.0,False,True,1262.155900010839,1.0,1.0,37.0,0.0,0.0
165,multiple,"[[46, 44, 23], [24, 11, 4], [45, 41, 18], [47, 21, 5]]",1.0,1000,68,ehp CI,88.0,123.0,35.0,False,True,2.211000071838498,0.9459459459459459,0.8461538461538461,33.0,6.0,3.0
165,multiple,"[[46, 44, 23], [24, 11, 4], [45, 41, 18], [47, 21, 5]]",1.0,1000,68,Established CI #1,77.67135611124849,137.96461973396794,60.29326362271945,False,True,0.5429999437183142,1.629547665478904,0.6136672287558476,37.0,23.29326362271945,5.317987922608211
165,multiple,"[[46, 44, 23], [24, 11, 4], [45, 41, 18], [47, 21, 5]]",1.0,1000,68,Established CI #2,68.0,506.1906380120869,438.1906380120869,True,True,0.33389998134225607,11.842990216542889,0.08443813443357821,37.0,401.1906380120869,184.59531900604344
166,multiple,"[[33, 8, 3], [46, 19, 9], [30, 43, 15], [41, 38, 19]]",1.0,1000,60,Simulation (reference),74.0,105.0,31.0,False,True,1210.7237000018358,1.0,1.0,31.0,0.0,0.0
166,multiple,"[[33, 8, 3], [46, 19, 9], [30, 43, 15], [41, 38, 19]]",1.0,1000,60,ehp CI,74.0,104.0,30.0,False,True,1.2108000228181481,0.967741935483871,0.967741935483871,30.0,1.0,0.5
166,multiple,"[[33, 8, 3], [46, 19, 9], [30, 43, 15], [41, 38, 19]]",1.0,1000,60,Established CI #1,64.96347652322221,118.35696513363901,53.393488610416796,False,True,0.31160004436969757,1.7223706003360257,0.580595140096391,31.0,22.393488610416796,2.16022082843061
166,multiple,"[[33, 8, 3], [46, 19, 9], [30, 43, 15], [41, 38, 19]]",1.0,1000,60,Established CI #2,72.24820681960747,109.21279266003727,36.96458584042979,False,True,0.3739000530913472,1.1924059948525738,0.8386405337752747,31.0,5.964585840429791,1.2304997398223634
167,multiple,"[[14, 38, 7], [26, 25, 16], [44, 31, 21], [14, 28, 12]]",1.0,1000,54,Simulation (reference),54.0,68.0,14.0,False,True,1313.519399962388,1.0,1.0,14.0,0.0,0.0
167,multiple,"[[14, 38, 7], [26, 25, 16], [44, 31, 21], [14, 28, 12]]",1.0,1000,54,ehp CI,55.0,67.0,12.0,False,True,1.208100002259016,0.8571428571428571,0.8571428571428571,12.0,2.0,0.0
167,multiple,"[[14, 38, 7], [26, 25, 16], [44, 31, 21], [14, 28, 12]]",1.0,1000,54,Established CI #1,54.0,69.4533122992958,15.453312299295803,True,True,0.32140000257641077,1.1038080213782717,0.9059546412349391,14.0,1.4533122992958027,0.7266561496479014
167,multiple,"[[14, 38, 7], [26, 25, 16], [44, 31, 21], [14, 28, 12]]",1.0,1000,54,Established CI #2,54.0,351.6098141170131,297.6098141170131,True,True,0.1727000344544649,21.257843865500938,0.04704145944090248,14.0,283.6098141170131,141.80490705850656
168,multiple,"[[15, 21, 8], [16, 20, 11], [35, 35, 23], [7, 9, 4]]",1.0,1000,47,Simulation (reference),47.0,54.0,7.0,False,True,1369.1314000170678,1.0,1.0,7.0,0.0,0.0
168,multiple,"[[15, 21, 8], [16, 20, 11], [35, 35, 23], [7, 9, 4]]",1.0,1000,47,ehp CI,47.0,56.0,9.0,False,True,1.5669999411329627,1.2857142857142858,0.7777777777777778,7.0,2.0,1.0
168,multiple,"[[15, 21, 8], [16, 20, 11], [35, 35, 23], [7, 9, 4]]",1.0,1000,47,Established CI #1,47.0,57.099960850975364,10.099960850975364,True,True,0.3357999958097935,1.4428515501393377,0.6930719933754993,7.0,3.0999608509753642,1.5499804254876821
168,multiple,"[[15, 21, 8], [16, 20, 11], [35, 35, 23], [7, 9, 4]]",1.0,1000,47,Established CI #2,47.0,397.2879273535022,350.2879273535022,True,True,0.1553000183776021,50.04113247907174,0.01998356053229253,7.0,343.2879273535022,171.6439636767511
169,multiple,"[[19, 38, 7], [49, 39, 18], [20, 35, 14], [39, 39, 14]]",1.0,1000,70,Simulation (reference),83.0,112.0,29.0,False,True,1214.9473000317812,1.0,1.0,29.0,0.0,0.0
169,multiple,"[[19, 38, 7], [49, 39, 18], [20, 35, 14], [39, 39, 14]]",1.0,1000,70,ehp CI,84.0,115.0,31.0,False,True,1.3779000146314502,1.0689655172413792,0.875,28.0,4.0,2.0
169,multiple,"[[19, 38, 7], [49, 39, 18], [20, 35, 14], [39, 39, 14]]",1.0,1000,70,Established CI #1,70.01772303716453,122.2650409430538,52.247317905889275,False,True,0.3426000475883484,1.8016316519272164,0.5550524153648688,29.0,23.247317905889275,1.358618009890833
169,multiple,"[[19, 38, 7], [49, 39, 18], [20, 35, 14], [39, 39, 14]]",1.0,1000,70,Established CI #2,70.0,653.9026102046015,583.9026102046015,True,True,0.1572000328451395,20.134572765675912,0.049665816684460955,29.0,554.9026102046015,264.45130510230075
170,multiple,"[[26, 8, 4], [29, 49, 7], [43, 50, 25], [48, 44, 8]]",1.0,1320,84,Simulation (reference),115.0,312.0,197.0,False,True,1636.4246000302956,1.0,1.0,197.0,0.0,0.0
170,multiple,"[[26, 8, 4], [29, 49, 7], [43, 50, 25], [48, 44, 8]]",1.0,1320,84,ehp CI,116.0,174.0,58.0,False,True,1.7090999754145741,0.29441624365482233,0.29441624365482233,58.0,139.0,68.5
170,multiple,"[[26, 8, 4], [29, 49, 7], [43, 50, 25], [48, 44, 8]]",1.0,1320,84,Established CI #1,99.7326023837731,184.26380615606777,84.53120377229467,False,True,0.3725000424310565,0.42909240493550593,0.32630449581001914,69.26380615606777,143.00359146015913,71.50179573007955
170,multiple,"[[26, 8, 4], [29, 49, 7], [43, 50, 25], [48, 44, 8]]",1.0,1320,84,Established CI #2,84.0,1320.0,1236.0,True,True,0.18510001245886087,6.274111675126903,0.1593851132686084,197.0,1039.0,488.5
171,multiple,"[[11, 43, 3], [40, 38, 25]]",1.0,1000,53,Simulation (reference),60.0,86.0,26.0,False,True,630.2913000108674,1.0,1.0,26.0,0.0,0.0
171,multiple,"[[11, 43, 3], [40, 38, 25]]",1.0,1000,53,ehp CI,59.0,85.0,26.0,False,True,0.8004999253898859,1.0,0.9259259259259259,25.0,2.0,1.0
171,multiple,"[[11, 43, 3], [40, 38, 25]]",1.0,1000,53,Established CI #1,53.0,107.11715476975064,54.11715476975064,True,True,0.3312999615445733,2.081429029605794,0.4804391529935527,26.0,28.11715476975064,7.058577384875321
171,multiple,"[[11, 43, 3], [40, 38, 25]]",1.0,1000,53,Established CI #2,,,,False,False,0.011200085282325745,,,,,
172,multiple,"[[37, 30, 2], [39, 47, 38], [30, 40, 12], [40, 25, 16]]",1.0,2775,65,Simulation (reference),108.0,223.0,115.0,False,True,4004.590999917127,1.0,1.0,115.0,0.0,0.0
172,multiple,"[[37, 30, 2], [39, 47, 38], [30, 40, 12], [40, 25, 16]]",1.0,2775,65,ehp CI,71.0,90.0,19.0,False,True,3.4682999830693007,0.16521739130434782,0.0,0.0,170.0,85.0
172,multiple,"[[37, 30, 2], [39, 47, 38], [30, 40, 12], [40, 25, 16]]",1.0,2775,65,Established CI #1,65.0,97.3967056448626,32.39670564486261,True,True,0.36910001654177904,0.2817104838683705,0.0,0.0,168.6032943551374,84.3016471775687
172,multiple,"[[37, 30, 2], [39, 47, 38], [30, 40, 12], [40, 25, 16]]",1.0,2775,65,Established CI #2,65.0,2775.0,2710.0,True,True,0.1634999644011259,23.565217391304348,0.042435424354243544,115.0,2595.0,1254.5
173,multiple,"[[24, 50, 3], [38, 26, 13]]",1.0,2000,71,Simulation (reference),71.0,201.0,130.0,False,True,1370.6024000421166,1.0,1.0,130.0,0.0,0.0
173,multiple,"[[24, 50, 3], [38, 26, 13]]",1.0,2000,71,ehp CI,105.0,230.0,125.0,False,True,1.5582999913021922,0.9615384615384616,0.6037735849056604,96.0,63.0,31.5
173,multiple,"[[24, 50, 3], [38, 26, 13]]",1.0,2000,71,Established CI #1,84.20891360915923,239.2464187354764,155.03750512631717,False,True,0.3720999229699373,1.192596193279363,0.6941668492478541,116.79108639084077,51.45533234463562,25.72766617231781
173,multiple,"[[24, 50, 3], [38, 26, 13]]",1.0,2000,71,Established CI #2,,,,False,False,0.01309998333454132,,,,,
174,multiple,"[[30, 49, 26], [41, 42, 24]]",1.0,1000,59,Simulation (reference),61.0,73.0,12.0,False,True,586.6145000327379,1.0,1.0,12.0,0.0,0.0
174,multiple,"[[30, 49, 26], [41, 42, 24]]",1.0,1000,59,ehp CI,60.0,73.0,13.0,False,True,0.797900022007525,1.0833333333333333,0.9230769230769231,12.0,1.0,0.5
174,multiple,"[[30, 49, 26], [41, 42, 24]]",1.0,1000,59,Established CI #1,59.0,86.01231761539565,27.012317615395645,True,True,0.32590003684163094,2.2510264679496372,0.44424177780142093,12.0,15.012317615395645,5.50615880769783
174,multiple,"[[30, 49, 26], [41, 42, 24]]",1.0,1000,59,Established CI #2,,,,False,False,0.01109996810555458,,,,,
175,multiple,"[[43, 42, 37], [35, 43, 30], [49, 25, 18]]",1.0,1000,56,Simulation (reference),56.0,57.0,1.0,False,True,887.2384999413043,1.0,1.0,1.0,0.0,0.0
175,multiple,"[[43, 42, 37], [35, 43, 30], [49, 25, 18]]",1.0,1000,56,ehp CI,56.0,60.0,4.0,False,True,0.9485000045970082,4.0,0.25,1.0,3.0,1.5
175,multiple,"[[43, 42, 37], [35, 43, 30], [49, 25, 18]]",1.0,1000,56,Established CI #1,56.0,66.80906206718998,10.809062067189984,True,True,0.31849998049438,10.809062067189984,0.09251496510834344,1.0,9.809062067189984,4.904531033594992
175,multiple,"[[43, 42, 37], [35, 43, 30], [49, 25, 18]]",1.0,1000,56,Established CI #2,56.0,1000.0,944.0,True,True,0.15480001457035542,944.0,0.001059322033898305,1.0,943.0,471.5
176,multiple,"[[35, 25, 9], [43, 14, 6], [44, 28, 15]]",1.0,1000,57,Simulation (reference),73.0,117.0,44.0,False,True,937.9228999605402,1.0,1.0,44.0,0.0,0.0
176,multiple,"[[35, 25, 9], [43, 14, 6], [44, 28, 15]]",1.0,1000,57,ehp CI,73.0,117.0,44.0,False,True,1.0284000309184194,1.0,1.0,44.0,0.0,0.0
176,multiple,"[[35, 25, 9], [43, 14, 6], [44, 28, 15]]",1.0,1000,57,Established CI #1,63.25468779997238,133.83809400389853,70.58340620392616,False,True,0.327100045979023,1.6041683228165036,0.6233759798000869,44.0,26.583406203926153,3.546390901935453
176,multiple,"[[35, 25, 9], [43, 14, 6], [44, 28, 15]]",1.0,1000,57,Established CI #2,57.0,1000.0,943.0,True,True,0.15890004578977823,21.431818181818183,0.04665959703075292,44.0,899.0,433.5
177,multiple,"[[26, 26, 18], [18, 18, 2], [46, 9, 4]]",1.0,1000,51,Simulation (reference),60.0,440.0,380.0,False,True,1050.925699993968,1.0,1.0,380.0,0.0,0.0
177,multiple,"[[26, 26, 18], [18, 18, 2], [46, 9, 4]]",1.0,1000,51,ehp CI,54.0,83.0,29.0,False,True,1.0077999904751778,0.07631578947368421,0.05958549222797927,23.0,363.0,181.5
177,multiple,"[[26, 26, 18], [18, 18, 2], [46, 9, 4]]",1.0,1000,51,Established CI #1,51.0,91.95400591784255,40.95400591784255,True,True,0.3339999821037054,0.10777369978379618,0.08214397408185746,31.95400591784255,357.04599408215745,178.52299704107872
177,multiple,"[[26, 26, 18], [18, 18, 2], [46, 9, 4]]",1.0,1000,51,Established CI #2,51.0,1000.0,949.0,True,True,0.15680002979934216,2.4973684210526317,0.40042149631190727,380.0,569.0,275.5
178,multiple,"[[19, 36, 12], [47, 26, 4], [27, 41, 11]]",1.0,1528,69,Simulation (reference),102.0,220.0,118.0,False,True,1537.5294000841677,1.0,1.0,118.0,0.0,0.0
178,multiple,"[[19, 36, 12], [47, 26, 4], [27, 41, 11]]",1.0,1528,69,ehp CI,95.0,164.0,69.0,False,True,1.33050000295043,0.5847457627118644,0.496,62.0,63.0,31.5
178,multiple,"[[19, 36, 12], [47, 26, 4], [27, 41, 11]]",1.0,1528,69,Established CI #1,76.69870751238112,169.3346366997932,92.63592918741209,False,True,0.3260000376030803,0.7850502473509499,0.469881572810035,67.33463669979321,75.96665578782567,37.98332789391284
178,multiple,"[[19, 36, 12], [47, 26, 4], [27, 41, 11]]",1.0,1528,69,Established CI #2,69.0,1528.0,1459.0,True,True,0.1580000389367342,12.364406779661017,0.08087731322823852,118.0,1341.0,637.5
179,multiple,"[[50, 49, 40], [42, 40, 10]]",1.0,1000,72,Simulation (reference),110.0,320.0,210.0,False,True,574.4441000279039,1.0,1.0,210.0,0.0,0.0
179,multiple,"[[50, 49, 40], [42, 40, 10]]",1.0,1000,72,ehp CI,77.0,98.0,21.0,False,True,0.7800000021234155,0.1,0.0,0.0,255.0,127.5
179,multiple,"[[50, 49, 40], [42, 40, 10]]",1.0,1000,72,Established CI #1,72.0,111.28786709009523,39.28786709009523,True,True,0.340700033120811,0.18708508138140587,0.005193012460061423,1.287867090095233,246.71213290990477,123.35606645495238
179,multiple,"[[50, 49, 40], [42, 40, 10]]",1.0,1000,72,Established CI #2,,,,False,False,0.012199976481497288,,,,,
180,multiple,"[[24, 22, 16], [16, 50, 11], [29, 35, 2]]",1.0,2538,62,Simulation (reference),111.0,2538.0,2427.0,False,True,3136.2846000120044,1.0,1.0,2427.0,0.0,0.0
180,multiple,"[[24, 22, 16], [16, 50, 11], [29, 35, 2]]",1.0,2538,62,ehp CI,77.0,123.0,46.0,False,True,2.073700074106455,0.018953440461475072,0.004876066639577408,12.0,2449.0,1224.5
180,multiple,"[[24, 22, 16], [16, 50, 11], [29, 35, 2]]",1.0,2538,62,Established CI #1,62.0,120.637912660648,58.637912660648,True,True,0.33820001408457756,0.024160656226060156,0.0038925333847528265,9.637912660647999,2466.362087339352,1233.181043669676
180,multiple,"[[24, 22, 16], [16, 50, 11], [29, 35, 2]]",1.0,2538,62,Established CI #2,62.0,2538.0,2476.0,True,True,0.1506999833509326,1.0201895344046148,0.9802100161550888,2427.0,49.0,24.5
181,multiple,"[[50, 49, 11], [40, 30, 6], [42, 48, 28], [23, 33, 14]]",1.0,1114,88,Simulation (reference),90.0,572.0,482.0,False,True,1432.2253999998793,1.0,1.0,482.0,0.0,0.0
181,multiple,"[[50, 49, 11], [40, 30, 6], [42, 48, 28], [23, 33, 14]]",1.0,1114,88,ehp CI,105.0,143.0,38.0,False,True,1.482799998484552,0.07883817427385892,0.07883817427385892,38.0,444.0,207.0
181,multiple,"[[50, 49, 11], [40, 30, 6], [42, 48, 28], [23, 33, 14]]",1.0,1114,88,Established CI #1,88.0,143.05264985641938,55.05264985641938,True,True,0.36230008117854595,0.11421711588468751,0.10961291292648633,53.05264985641938,430.9473501435806,215.4736750717903
181,multiple,"[[50, 49, 11], [40, 30, 6], [42, 48, 28], [23, 33, 14]]",1.0,1114,88,Established CI #2,88.0,1114.0,1026.0,True,True,0.17909996677190065,2.128630705394191,0.4697855750487329,482.0,544.0,270.0
182,multiple,"[[44, 32, 11], [29, 45, 12]]",1.0,1000,65,Simulation (reference),92.0,165.0,73.0,False,True,593.2722999714315,1.0,1.0,73.0,0.0,0.0
182,multiple,"[[44, 32, 11], [29, 45, 12]]",1.0,1000,65,ehp CI,92.0,165.0,73.0,False,True,0.7911999709904194,1.0,1.0,73.0,0.0,0.0
182,multiple,"[[44, 32, 11], [29, 45, 12]]",1.0,1000,65,Established CI #1,78.61194908771978,186.07647249945805,107.46452341173827,False,True,0.3491000970825553,1.4721167590649078,0.679293944479786,73.0,34.46452341173827,3.8442107935889
182,multiple,"[[44, 32, 11], [29, 45, 12]]",1.0,1000,65,Established CI #2,,,,False,False,0.012299977242946625,,,,,
183,multiple,"[[49, 31, 20], [10, 7, 6], [39, 43, 8]]",1.0,1049,74,Simulation (reference),74.0,147.0,73.0,False,True,905.3453999804333,1.0,1.0,73.0,0.0,0.0
183,multiple,"[[49, 31, 20], [10, 7, 6], [39, 43, 8]]",1.0,1049,74,ehp CI,91.0,139.0,48.0,False,True,1.0254000080749393,0.6575342465753424,0.6575342465753424,48.0,25.0,4.5
183,multiple,"[[49, 31, 20], [10, 7, 6], [39, 43, 8]]",1.0,1049,74,Established CI #1,74.0,138.7072798413482,64.7072798413482,True,True,0.3176999744027853,0.8864010937170986,0.8864010937170986,64.7072798413482,8.292720158651804,4.146360079325902
183,multiple,"[[49, 31, 20], [10, 7, 6], [39, 43, 8]]",1.0,1049,74,Established CI #2,74.0,1049.0,975.0,True,True,0.157299917191267,13.356164383561644,0.07487179487179488,73.0,902.0,451.0
184,multiple,"[[26, 49, 23], [42, 40, 33], [28, 25, 20], [17, 27, 7]]",1.0,1000,52,Simulation (reference),52.0,57.0,5.0,False,True,1268.7085999641567,1.0,1.0,5.0,0.0,0.0
184,multiple,"[[26, 49, 23], [42, 40, 33], [28, 25, 20], [17, 27, 7]]",1.0,1000,52,ehp CI,52.0,56.0,4.0,False,True,2.140800002962351,0.8,0.8,4.0,1.0,0.5
184,multiple,"[[26, 49, 23], [42, 40, 33], [28, 25, 20], [17, 27, 7]]",1.0,1000,52,Established CI #1,52.0,62.21539755300474,10.215397553004742,True,True,0.4854999715462327,2.0430795106009483,0.4894572114356242,5.0,5.215397553004742,2.6076987765023745
184,multiple,"[[26, 49, 23], [42, 40, 33], [28, 25, 20], [17, 27, 7]]",1.0,1000,52,Established CI #2,52.0,108.24771298370979,56.24771298370979,True,True,0.18440000712871552,11.249542596741957,0.08889250308626909,5.0,51.24771298370979,25.623856491854895
185,multiple,"[[29, 40, 7], [47, 19, 3]]",1.0,1489,63,Simulation (reference),122.0,404.0,282.0,False,True,967.6132999593392,1.0,1.0,282.0,0.0,0.0
185,multiple,"[[29, 40, 7], [47, 19, 3]]",1.0,1489,63,ehp CI,127.0,407.0,280.0,False,True,1.6902999486774206,0.9929078014184397,0.9719298245614035,277.0,8.0,4.0
185,multiple,"[[29, 40, 7], [47, 19, 3]]",1.0,1489,63,Established CI #1,111.6345977918732,428.119622848463,316.4850250565898,False,True,0.430600019171834,1.1222873228957084,0.8910374193836703,282.0,34.48502505658979,6.877110320168072
185,multiple,"[[29, 40, 7], [47, 19, 3]]",1.0,1489,63,Established CI #2,,,,False,False,0.018700025975704193,,,,,
186,multiple,"[[40, 46, 12], [29, 26, 3]]",1.0,1257,74,Simulation (reference),114.0,275.0,161.0,False,True,791.2499000085518,1.0,1.0,161.0,0.0,0.0
186,multiple,"[[40, 46, 12], [29, 26, 3]]",1.0,1257,74,ehp CI,118.0,277.0,159.0,False,True,0.941599952057004,0.9875776397515528,0.9631901840490797,157.0,6.0,3.0
186,multiple,"[[40, 46, 12], [29, 26, 3]]",1.0,1257,74,Established CI #1,104.84951703437416,308.97923680611154,204.12971977173737,False,True,0.31160004436969757,1.2678864582095488,0.7887141577426059,161.0,43.129719771737385,12.414376920242859
186,multiple,"[[40, 46, 12], [29, 26, 3]]",1.0,1257,74,Established CI #2,,,,False,False,0.011400086805224419,,,,,
187,multiple,"[[17, 12, 6], [33, 23, 8], [23, 40, 4], [26, 46, 18]]",1.0,1150,59,Simulation (reference),59.0,109.0,50.0,False,True,1565.329600009136,1.0,1.0,50.0,0.0,0.0
187,multiple,"[[17, 12, 6], [33, 23, 8], [23, 40, 4], [26, 46, 18]]",1.0,1150,59,ehp CI,74.0,113.0,39.0,False,True,1.3310000067576766,0.78,0.6481481481481481,35.0,19.0,9.5
187,multiple,"[[17, 12, 6], [33, 23, 8], [23, 40, 4], [26, 46, 18]]",1.0,1150,59,Established CI #1,61.778711857777154,122.11490441740624,60.33619255962908,False,True,0.3195999888703227,1.2067238511925817,0.7481796665638276,47.221288142222846,15.89361627518339,7.946808137591688
187,multiple,"[[17, 12, 6], [33, 23, 8], [23, 40, 4], [26, 46, 18]]",1.0,1150,59,Established CI #2,59.0,1150.0,1091.0,True,True,0.1588999293744564,21.82,0.045829514207149404,50.0,1041.0,520.5
188,multiple,"[[48, 22, 4], [9, 43, 3], [22, 15, 14]]",1.0,1320,66,Simulation (reference),119.0,513.0,394.0,False,True,1425.1494000200182,1.0,1.0,394.0,0.0,0.0
188,multiple,"[[48, 22, 4], [9, 43, 3], [22, 15, 14]]",1.0,1320,66,ehp CI,84.0,153.0,69.0,False,True,1.233499962836504,0.1751269035532995,0.07925407925407925,34.0,395.0,197.5
188,multiple,"[[48, 22, 4], [9, 43, 3], [22, 15, 14]]",1.0,1320,66,Established CI #1,66.0,136.39163447502605,70.39163447502605,True,True,0.32570003531873226,0.17865897074879708,0.038907459675673495,17.391634475026052,429.6083655249739,214.80418276248696
188,multiple,"[[48, 22, 4], [9, 43, 3], [22, 15, 14]]",1.0,1320,66,Established CI #2,66.0,1320.0,1254.0,True,True,0.17200002912431955,3.182741116751269,0.3141945773524721,394.0,860.0,377.0
