scenario_id,category,datasets_json,omega,K,N_min,method,ci_low,ci_high,ci_width,clipped,valid,runtime_ms,width_ratio_vs_sim,jaccard_vs_sim,overlap_vs_sim,endpoint_abs_err_vs_sim,center_abs_err_vs_sim
76,single,"[[108, 142, 99]]",1.0,1000,151,ehp CI,151.0,161.0,10.0,False,True,0.5552000366151333,1.1111111111111112,0.9,9.0,1.0,0.5
76,single,"[[108, 142, 99]]",1.0,1000,151,Established CI #1,151.0,159.73471577438605,8.734715774386046,False,True,0.19759999122470617,0.9705239749317829,0.9705239749317829,8.734715774386046,0.2652842256139536,0.132642112806991
76,single,"[[108, 142, 99]]",1.0,1000,151,Established CI #2,151.0,162.0,11.0,False,True,1.7428999999538064,1.2222222222222223,0.8181818181818182,9.0,2.0,1.0
77,single,"[[96, 36, 5]]",1.0,3456,127,Simulation (reference),316.0,2194.0,1878.0,False,True,1100.3332999534905,1.0,1.0,1878.0,0.0,0.0
77,single,"[[96, 36, 5]]",1.0,3456,127,ehp CI,329.0,2198.0,1869.0,False,True,2.343400032259524,0.9952076677316294,0.9909670563230606,1865.0,17.0,8.5
77,single,"[[96, 36, 5]]",1.0,3456,127,Established CI #1,309.3042938746385,1152.9359108163933,843.6316169417548,False,True,0.19170006271451712,0.4492181133875159,0.44406951641917947,836.9359108163933,1047.7597953089683,523.8798976544841
77,single,"[[96, 36, 5]]",1.0,3456,127,Established CI #2,335.0,2031.0,1696.0,False,True,3.0082999728620052,0.9030883919062833,0.9030883919062833,1696.0,182.0,72.0
78,single,"[[98, 75, 34]]",1.0,1081,139,Simulation (reference),181.0,275.0,94.0,False,True,274.918100098148,1.0,1.0,94.0,0.0,0.0
78,single,"[[98, 75, 34]]",1.0,1081,139,ehp CI,181.0,274.0,93.0,False,True,0.687299994751811,0.9893617021276596,0.9893617021276596,93.0,1.0,0.5
78,single,"[[98, 75, 34]]",1.0,1081,139,Established CI #1,176.27250027796913,259.732925854573,83.46042557660388,False,True,0.2639999147504568,0.8878768678362116,0.7974771575928393,78.73292585457301,19.99457386745786,9.99728693372893
78,single,"[[98, 75, 34]]",1.0,1081,139,Established CI #2,180.0,277.0,97.0,False,True,3.6046999739483,1.0319148936170213,0.9690721649484536,94.0,3.0,0.5
79,single,"[[147, 100, 26]]",1.0,2827,221,Simulation (reference),424.0,803.0,379.0,False,True,860.5243000201881,1.0,1.0,379.0,0.0,0.0
79,single,"[[147, 100, 26]]",1.0,2827,221,ehp CI,428.0,802.0,374.0,False,True,2.1349999587982893,0.9868073878627969,0.9868073878627969,374.0,5.0,1.5
79,single,"[[147, 100, 26]]",1.0,2827,221,Established CI #1,414.6756960122679,736.4779524854204,321.80225647315245,False,True,0.21929992362856865,0.8490824709054154,0.8046829654403813,312.47795248542036,75.84635150231173,37.923175751155895
79,single,"[[147, 100, 26]]",1.0,2827,221,Established CI #2,426.0,806.0,380.0,False,True,3.5972000332549214,1.0026385224274406,0.9869109947643979,377.0,5.0,2.5
80,single,"[[198, 156, 101]]",1.0,1530,253,Simulation (reference),286.0,335.0,49.0,False,True,426.96009995415807,1.0,1.0,49.0,0.0,0.0
80,single,"[[198, 156, 101]]",1.0,1530,253,ehp CI,284.0,334.0,50.0,False,True,0.7597999647259712,1.0204081632653061,0.9411764705882353,48.0,3.0,1.5
80,single,"[[198, 156, 101]]",1.0,1530,253,Established CI #1,281.81283688449787,330.75315360238653,48.94031671788866,False,True,0.2036000369116664,0.9987819738344625,0.8414277239265392,44.75315360238653,8.434009513115598,4.217004756557799
80,single,"[[198, 156, 101]]",1.0,1530,253,Established CI #2,284.0,336.0,52.0,False,True,2.7909999480471015,1.0612244897959184,0.9423076923076923,49.0,3.0,0.5
81,single,"[[97, 71, 15]]",1.0,2296,153,Simulation (reference),308.0,762.0,454.0,False,True,648.4670001082122,1.0,1.0,454.0,0.0,0.0
81,single,"[[97, 71, 15]]",1.0,2296,153,ehp CI,313.0,766.0,453.0,False,True,1.2042999733239412,0.9977973568281938,0.980349344978166,449.0,9.0,4.5
81,single,"[[97, 71, 15]]",1.0,2296,153,Established CI #1,299.5918089110968,646.2125940747945,346.62078516369775,False,True,0.1916999462991953,0.7634819056469113,0.7314156638928772,338.21259407479454,124.19559701410867,62.097798507054335
81,single,"[[97, 71, 15]]",1.0,2296,153,Established CI #2,312.0,763.0,451.0,False,True,2.6415999745950103,0.9933920704845814,0.989010989010989,450.0,5.0,2.5
82,single,"[[94, 145, 55]]",1.0,1240,184,Simulation (reference),221.0,290.0,69.0,False,True,333.3339999662712,1.0,1.0,69.0,0.0,0.0
82,single,"[[94, 145, 55]]",1.0,1240,184,ehp CI,220.0,289.0,69.0,False,True,0.5950001068413258,1.0,0.9714285714285714,68.0,2.0,1.0
82,single,"[[94, 145, 55]]",1.0,1240,184,Established CI #1,216.3639436300502,281.2405643062492,64.87662067619902,False,True,0.18279999494552612,0.9402408793652033,0.8180851511601702,60.24056430624921,13.395492063700601,6.697746031850301
82,single,"[[94, 145, 55]]",1.0,1240,184,Established CI #2,219.0,291.0,72.0,False,True,2.732100081630051,1.0434782608695652,0.9583333333333334,69.0,3.0,0.5
83,single,"[[137, 95, 45]]",1.0,1447,187,Simulation (reference),246.0,352.0,106.0,False,True,383.7628999026492,1.0,1.0,106.0,0.0,0.0
83,single,"[[137, 95, 45]]",1.0,1447,187,ehp CI,247.0,353.0,106.0,False,True,0.7119999499991536,1.0,0.9813084112149533,105.0,2.0,1.0
83,single,"[[137, 95, 45]]",1.0,1447,187,Established CI #1,242.36209403289823,339.8592520364147,97.49715800351649,False,True,0.19120005890727043,0.9197845094671366,0.8560839538888891,93.85925203641472,15.778653930687057,7.889326965343514
83,single,"[[137, 95, 45]]",1.0,1447,187,Established CI #2,246.0,356.0,110.0,False,True,2.553700003772974,1.0377358490566038,0.9636363636363636,106.0,4.0,2.0
84,single,"[[139, 196, 59]]",1.0,2309,276,Simulation (reference),396.0,553.0,157.0,False,True,690.7678000861779,1.0,1.0,157.0,0.0,0.0
84,single,"[[139, 196, 59]]",1.0,2309,276,ehp CI,398.0,554.0,156.0,False,True,1.0053999722003937,0.9936305732484076,0.9810126582278481,155.0,3.0,1.5
84,single,"[[139, 196, 59]]",1.0,2309,276,Established CI #1,391.4212520893138,537.4647134977437,146.0434614084299,False,True,0.20100001711398363,0.9302131299899993,0.8755155942657712,141.46471349774367,20.114034412942544,10.0570172064713
84,single,"[[139, 196, 59]]",1.0,2309,276,Established CI #2,396.0,557.0,161.0,False,True,2.704499987885356,1.0254777070063694,0.9751552795031055,157.0,4.0,2.0
85,single,"[[149, 113, 81]]",1.0,1040,181,Simulation (reference),195.0,228.0,33.0,False,True,259.3091999879107,1.0,1.0,33.0,0.0,0.0
85,single,"[[149, 113, 81]]",1.0,1040,181,ehp CI,194.0,227.0,33.0,False,True,0.7523000240325928,1.0,0.9411764705882353,32.0,2.0,1.0
85,single,"[[149, 113, 81]]",1.0,1040,181,Established CI #1,192.13429167191822,224.1735917650012,32.03930009308297,False,True,0.19200006499886513,0.9708878816085749,0.8134118389112962,29.17359176500119,6.692116563080589,3.3460582815403086
85,single,"[[149, 113, 81]]",1.0,1040,181,Established CI #2,194.0,229.0,35.0,False,True,2.3716000141575933,1.0606060606060606,0.9428571428571428,33.0,2.0,0.0
86,single,"[[122, 157, 31]]",1.0,3090,248,Simulation (reference),479.0,845.0,366.0,False,True,930.8416000567377,1.0,1.0,366.0,0.0,0.0
86,single,"[[122, 157, 31]]",1.0,3090,248,ehp CI,479.0,844.0,365.0,False,True,1.7812000587582588,0.9972677595628415,0.9972677595628415,365.0,1.0,0.5
86,single,"[[122, 157, 31]]",1.0,3090,248,Established CI #1,466.33025767561327,788.3143793598073,321.984121684194,False,True,0.2269999822601676,0.8797380373885082,0.8168447192562687,309.3143793598073,69.35536296457946,34.6776814822897
86,single,"[[122, 157, 31]]",1.0,3090,248,Established CI #2,477.0,849.0,372.0,False,True,2.814000006765127,1.0163934426229508,0.9838709677419355,366.0,6.0,1.0
87,single,"[[114, 149, 80]]",1.0,1062,183,Simulation (reference),198.0,233.0,35.0,False,True,266.06350007932633,1.0,1.0,35.0,0.0,0.0
87,single,"[[114, 149, 80]]",1.0,1062,183,ehp CI,198.0,233.0,35.0,False,True,0.5223000189289451,1.0,1.0,35.0,0.0,0.0
87,single,"[[114, 149, 80]]",1.0,1062,183,Established CI #1,195.62805643593086,229.66183116353068,34.03377472759982,False,True,0.1781000755727291,0.9723935636457092,0.8472085779871403,31.661831163530678,5.710112400538463,2.855056200269246
87,single,"[[114, 149, 80]]",1.0,1062,183,Established CI #2,197.0,235.0,38.0,False,True,2.5083000073209405,1.0857142857142856,0.9210526315789473,35.0,3.0,0.5
88,single,"[[188, 140, 85]]",1.0,1549,243,Simulation (reference),282.0,345.0,63.0,False,True,414.15650001727045,1.0,1.0,63.0,0.0,0.0
88,single,"[[188, 140, 85]]",1.0,1549,243,ehp CI,283.0,346.0,63.0,False,True,0.726299942471087,1.0,0.96875,62.0,2.0,1.0
88,single,"[[188, 140, 85]]",1.0,1549,243,Established CI #1,280.26357496147824,340.40088820561004,60.1373132441318,False,True,0.18940004520118237,0.9545605276846318,0.9021333533765308,58.400888205610045,6.335536832911714,3.1677684164558286
88,single,"[[188, 140, 85]]",1.0,1549,243,Established CI #2,283.0,348.0,65.0,False,True,2.463200013153255,1.0317460317460319,0.9393939393939394,62.0,4.0,2.0
89,single,"[[135, 138, 26]]",1.0,3583,247,Simulation (reference),538.0,1028.0,490.0,False,True,1180.408600019291,1.0,1.0,490.0,0.0,0.0
89,single,"[[135, 138, 26]]",1.0,3583,247,ehp CI,535.0,1027.0,492.0,False,True,1.8485999898985028,1.0040816326530613,0.9918864097363083,489.0,4.0,2.0
89,single,"[[135, 138, 26]]",1.0,3583,247,Established CI #1,518.9362439405131,941.9425580052915,423.0063140647784,False,True,0.1821999903768301,0.8632781919689355,0.7935009184941633,403.9425580052915,105.12119805419536,52.56059902709762
89,single,"[[135, 138, 26]]",1.0,3583,247,Established CI #2,533.0,1032.0,499.0,False,True,2.838999964296818,1.0183673469387755,0.9819639278557114,490.0,9.0,0.5
90,single,"[[58, 101, 12]]",1.0,2441,147,Simulation (reference),310.0,891.0,581.0,False,True,707.0308000547811,1.0,1.0,581.0,0.0,0.0
90,single,"[[58, 101, 12]]",1.0,2441,147,ehp CI,314.0,893.0,579.0,False,True,1.3475000159814954,0.9965576592082617,0.9897084048027445,577.0,6.0,3.0
90,single,"[[58, 101, 12]]",1.0,2441,147,Established CI #1,299.5900830997109,712.2162615878946,412.62617848818365,False,True,0.19489997066557407,0.7101999629744985,0.6800972558864069,402.21626158789456,189.19365531239453,94.59682765619726
90,single,"[[58, 101, 12]]",1.0,2441,147,Established CI #2,314.0,882.0,568.0,False,True,2.6932000182569027,0.9776247848537005,0.9776247848537005,568.0,13.0,2.5
91,single,"[[52, 76, 35]]",1.0,1000,93,Simulation (reference),100.0,134.0,34.0,False,True,267.49829994514585,1.0,1.0,34.0,0.0,0.0
91,single,"[[52, 76, 35]]",1.0,1000,93,ehp CI,100.0,134.0,34.0,False,True,0.5327999824658036,1.0,1.0,34.0,0.0,0.0
91,single,"[[52, 76, 35]]",1.0,1000,93,Established CI #1,98.23580502515055,128.5174920375638,30.281687012413258,False,True,0.1990000018849969,0.8906378533062723,0.7973754772788328,28.517492037563812,7.246702937285633,3.6233514686428236
91,single,"[[52, 76, 35]]",1.0,1000,93,Established CI #2,100.0,136.0,36.0,False,True,2.419999917037785,1.0588235294117647,0.9444444444444444,34.0,2.0,1.0
92,single,"[[50, 99, 17]]",1.0,1456,132,Simulation (reference),210.0,449.0,239.0,False,True,398.90209992881864,1.0,1.0,239.0,0.0,0.0
92,single,"[[50, 99, 17]]",1.0,1456,132,ehp CI,212.0,451.0,239.0,False,True,0.74970000423491,1.0,0.983402489626556,237.0,4.0,2.0
92,single,"[[50, 99, 17]]",1.0,1456,132,Established CI #1,203.24234200771306,392.2022858213571,188.95994381364406,False,True,0.1805999781936407,0.7906273799734062,0.7413900641382069,182.20228582135712,63.555372170929815,31.777686085464893
92,single,"[[50, 99, 17]]",1.0,1456,132,Established CI #2,211.0,453.0,242.0,False,True,4.654099931940436,1.0125523012552302,0.9794238683127572,238.0,5.0,2.5
93,single,"[[173, 138, 52]]",1.0,2296,259,Simulation (reference),389.0,560.0,171.0,False,True,679.7143000876531,1.0,1.0,171.0,0.0,0.0
93,single,"[[173, 138, 52]]",1.0,2296,259,ehp CI,389.0,562.0,173.0,False,True,1.006699982099235,1.0116959064327486,0.9884393063583815,171.0,2.0,1.0
93,single,"[[173, 138, 52]]",1.0,2296,259,Established CI #1,382.1107528374192,542.6022963439841,160.49154350656488,False,True,0.1938999630510807,0.938547038050087,0.8634715070978981,153.6022963439841,24.286950818596665,12.143475409298333
93,single,"[[173, 138, 52]]",1.0,2296,259,Established CI #2,388.0,565.0,177.0,False,True,4.0972999995574355,1.0350877192982457,0.9661016949152542,171.0,6.0,2.0
94,single,"[[87, 171, 71]]",1.0,1048,187,Simulation (reference),196.0,229.0,33.0,False,True,270.0033999281004,1.0,1.0,33.0,0.0,0.0
94,single,"[[87, 171, 71]]",1.0,1048,187,ehp CI,196.0,229.0,33.0,False,True,0.5116999382153153,1.0,1.0,33.0,0.0,0.0
94,single,"[[87, 171, 71]]",1.0,1048,187,Established CI #1,194.11626023929674,225.50371729623595,31.387457056939212,False,True,0.1821999903768301,0.9511350623314913,0.8457727726048472,29.503717296235948,5.3800224644673165,2.690011232233644
94,single,"[[87, 171, 71]]",1.0,1048,187,Established CI #2,196.0,231.0,35.0,False,True,2.4503000313416123,1.0606060606060606,0.9428571428571428,33.0,2.0,1.0
95,single,"[[190, 114, 83]]",1.0,1305,221,Simulation (reference),242.0,287.0,45.0,False,True,349.2417000234127,1.0,1.0,45.0,0.0,0.0
95,single,"[[190, 114, 83]]",1.0,1305,221,ehp CI,242.0,287.0,45.0,False,True,0.5947999889031053,1.0,1.0,45.0,0.0,0.0
95,single,"[[190, 114, 83]]",1.0,1305,221,Established CI #1,239.7573850419767,283.01129389149406,43.25390884951736,False,True,0.1857000170275569,0.9611979744337191,0.8680995734028275,41.01129389149406,6.231321066529233,3.115660533264645
95,single,"[[190, 114, 83]]",1.0,1305,221,Established CI #2,242.0,289.0,47.0,False,True,2.4597999872639775,1.0444444444444445,0.9574468085106383,45.0,2.0,1.0
96,single,"[[182, 72, 64]]",1.0,1024,190,Simulation (reference),195.0,223.0,28.0,False,True,266.33109990507364,1.0,1.0,28.0,0.0,0.0
96,single,"[[182, 72, 64]]",1.0,1024,190,ehp CI,194.0,222.0,28.0,False,True,0.5027999868616462,1.0,0.9310344827586207,27.0,2.0,1.0
96,single,"[[182, 72, 64]]",1.0,1024,190,Established CI #1,191.7581979242771,218.13768301369237,26.379485089415255,False,True,0.1903000520542264,0.9421244674791163,0.7406001407221,23.137683013692367,8.10411906203052,4.05205953101526
96,single,"[[182, 72, 64]]",1.0,1024,190,Established CI #2,194.0,224.0,30.0,False,True,2.41650000680238,1.0714285714285714,0.9333333333333333,28.0,2.0,0.0
97,single,"[[177, 27, 26]]",1.0,1000,178,Simulation (reference),178.0,210.0,32.0,False,True,282.8904999187216,1.0,1.0,32.0,0.0,0.0
97,single,"[[177, 27, 26]]",1.0,1000,178,ehp CI,178.0,210.0,32.0,False,True,0.5789999850094318,1.0,1.0,32.0,0.0,0.0
97,single,"[[177, 27, 26]]",1.0,1000,178,Established CI #1,178.0,195.88777352979602,17.88777352979602,False,True,0.19890000112354755,0.5589929228061257,0.5589929228061257,17.88777352979602,14.112226470203979,7.056113235101975
97,single,"[[177, 27, 26]]",1.0,1000,178,Established CI #2,178.0,215.0,37.0,False,True,2.6792000280693173,1.15625,0.8648648648648649,32.0,5.0,2.5
98,single,"[[154, 95, 89]]",1.0,1000,160,Simulation (reference),160.0,171.0,11.0,False,True,308.1035999348387,1.0,1.0,11.0,0.0,0.0
98,single,"[[154, 95, 89]]",1.0,1000,160,ehp CI,160.0,171.0,11.0,False,True,0.5037999944761395,1.0,1.0,11.0,0.0,0.0
98,single,"[[154, 95, 89]]",1.0,1000,160,Established CI #1,160.0,169.92583070294123,9.925830702941226,False,True,0.1879000337794423,0.9023482457219297,0.9023482457219297,9.925830702941226,1.0741692970587735,0.537084648529401
98,single,"[[154, 95, 89]]",1.0,1000,160,Established CI #2,160.0,173.0,13.0,False,True,1.1751999845728278,1.1818181818181819,0.8461538461538461,11.0,2.0,1.0
99,single,"[[68, 132, 49]]",1.0,1000,151,Simulation (reference),165.0,210.0,45.0,False,True,245.56299997493625,1.0,1.0,45.0,0.0,0.0
99,single,"[[68, 132, 49]]",1.0,1000,151,ehp CI,166.0,211.0,45.0,False,True,0.49240002408623695,1.0,0.9565217391304348,44.0,2.0,1.0
99,single,"[[68, 132, 49]]",1.0,1000,151,Established CI #1,162.80869728770125,204.66260190706097,41.853904619359724,False,True,0.16729999333620071,0.930086769319105,0.840464230217665,39.662601907060974,7.528700805237776,3.764350402618902
99,single,"[[68, 132, 49]]",1.0,1000,151,Established CI #2,165.0,213.0,48.0,False,True,2.2459999890998006,1.0666666666666667,0.9375,45.0,3.0,1.5
100,multiple,"[[32, 28, 9], [49, 30, 8], [45, 27, 25], [43, 20, 10]]",1.0,1000,71,Simulation (reference),96.0,167.0,71.0,False,True,1221.5932999970391,1.0,1.0,71.0,0.0,0.0
100,multiple,"[[32, 28, 9], [49, 30, 8], [45, 27, 25], [43, 20, 10]]",1.0,1000,71,ehp CI,81.0,110.0,29.0,False,True,2.0973999053239822,0.4084507042253521,0.16279069767441862,14.0,72.0,36.0
100,multiple,"[[32, 28, 9], [49, 30, 8], [45, 27, 25], [43, 20, 10]]",1.0,1000,71,Established CI #1,71.0,114.35240571679573,43.35240571679573,True,True,0.5256000440567732,0.6105972636168413,0.19117089288328884,18.35240571679573,77.64759428320427,38.82379714160214
100,multiple,"[[32, 28, 9], [49, 30, 8], [45, 27, 25], [43, 20, 10]]",1.0,1000,71,Established CI #2,71.0,1000.0,929.0,True,True,0.22300006821751595,13.084507042253522,0.07642626480086114,71.0,858.0,404.0
101,multiple,"[[10, 21, 3], [12, 36, 8], [23, 9, 4], [24, 47, 10]]",1.0,1000,61,Simulation (reference),72.0,117.0,45.0,False,True,1375.0531999394298,1.0,1.0,45.0,0.0,0.0
101,multiple,"[[10, 21, 3], [12, 36, 8], [23, 9, 4], [24, 47, 10]]",1.0,1000,61,ehp CI,71.0,117.0,46.0,False,True,1.6583999386057258,1.0222222222222221,0.9782608695652174,45.0,1.0,0.5
101,multiple,"[[10, 21, 3], [12, 36, 8], [23, 9, 4], [24, 47, 10]]",1.0,1000,61,Established CI #1,61.0,122.19784149258436,61.19784149258436,True,True,0.4085999680683017,1.3599520331685413,0.7353200521860378,45.0,16.19784149258436,2.9010792537078203
101,multiple,"[[10, 21, 3], [12, 36, 8], [23, 9, 4], [24, 47, 10]]",1.0,1000,61,Established CI #2,61.0,1000.0,939.0,True,True,0.18630002159625292,20.866666666666667,0.04792332268370607,45.0,894.0,436.0
102,multiple,"[[42, 46, 20], [34, 41, 4]]",1.0,1743,71,Simulation (reference),73.0,183.0,110.0,False,True,1103.104199981317,1.0,1.0,110.0,0.0,0.0
102,multiple,"[[42, 46, 20], [34, 41, 4]]",1.0,1743,71,ehp CI,106.0,191.0,85.0,False,True,2.1162000484764576,0.7727272727272727,0.652542372881356,77.0,41.0,20.5
102,multiple,"[[42, 46, 20], [34, 41, 4]]",1.0,1743,71,Established CI #1,93.13892215690329,216.29351038383618,123.15458822693289,False,True,0.43720006942749023,1.1195871656993899,0.6271119857583811,89.86107784309671,53.43243254073947,26.716216270369728
102,multiple,"[[42, 46, 20], [34, 41, 4]]",1.0,1743,71,Established CI #2,,,,False,False,0.016000005416572094,,,,,
103,multiple,"[[37, 50, 13], [34, 28, 25], [33, 36, 27]]",1.0,1000,74,Simulation (reference),99.0,231.0,132.0,False,True,913.868899922818,1.0,1.0,132.0,0.0,0.0
103,multiple,"[[37, 50, 13], [34, 28, 25], [33, 36, 27]]",1.0,1000,74,ehp CI,76.0,92.0,16.0,False,True,2.0311999833211303,0.12121212121212122,0.0,0.0,162.0,81.0
103,multiple,"[[37, 50, 13], [34, 28, 25], [33, 36, 27]]",1.0,1000,74,Established CI #1,74.0,79.53653089991751,5.5365308999175085,True,True,0.4096999764442444,0.041943415908465974,0.0,0.0,176.46346910008248,88.23173455004124
103,multiple,"[[37, 50, 13], [34, 28, 25], [33, 36, 27]]",1.0,1000,74,Established CI #2,74.0,1000.0,926.0,True,True,0.18510001245886087,7.015151515151516,0.14254859611231102,132.0,794.0,372.0
104,multiple,"[[31, 40, 3], [25, 27, 15], [19, 41, 11]]",1.0,2067,68,Simulation (reference),68.0,83.0,15.0,False,True,2254.232499981299,1.0,1.0,15.0,0.0,0.0
104,multiple,"[[31, 40, 3], [25, 27, 15], [19, 41, 11]]",1.0,2067,68,ehp CI,86.0,141.0,55.0,False,True,1.946000033058226,3.6666666666666665,0.0,0.0,76.0,38.0
104,multiple,"[[31, 40, 3], [25, 27, 15], [19, 41, 11]]",1.0,2067,68,Established CI #1,68.0,138.7104296661484,70.7104296661484,True,True,0.37489994429051876,4.714028644409893,0.21213277971610225,15.0,55.7104296661484,27.8552148330742
104,multiple,"[[31, 40, 3], [25, 27, 15], [19, 41, 11]]",1.0,2067,68,Established CI #2,68.0,2067.0,1999.0,True,True,0.17950008623301983,133.26666666666668,0.007503751875937969,15.0,1984.0,992.0
105,multiple,"[[47, 32, 15], [18, 38, 14], [26, 22, 18], [37, 40, 33]]",1.0,1000,64,Simulation (reference),69.0,94.0,25.0,False,True,1255.6968999560922,1.0,1.0,25.0,0.0,0.0
105,multiple,"[[47, 32, 15], [18, 38, 14], [26, 22, 18], [37, 40, 33]]",1.0,1000,64,ehp CI,64.0,73.0,9.0,False,True,1.19420001283288,0.36,0.13333333333333333,4.0,26.0,13.0
105,multiple,"[[47, 32, 15], [18, 38, 14], [26, 22, 18], [37, 40, 33]]",1.0,1000,64,Established CI #1,64.0,66.8400466041942,2.8400466041941996,True,True,0.30860002152621746,0.11360186416776799,0.0,0.0,32.1599533958058,16.079976697902907
105,multiple,"[[47, 32, 15], [18, 38, 14], [26, 22, 18], [37, 40, 33]]",1.0,1000,64,Established CI #2,64.0,1000.0,936.0,True,True,0.16510009299963713,37.44,0.026709401709401708,25.0,911.0,450.5
106,multiple,"[[36, 7, 6], [45, 42, 41], [31, 39, 30]]",1.0,1000,46,Simulation (reference),46.0,47.0,1.0,False,True,882.2844000533223,1.0,1.0,1.0,0.0,0.0
106,multiple,"[[36, 7, 6], [45, 42, 41], [31, 39, 30]]",1.0,1000,46,ehp CI,46.0,47.0,1.0,False,True,1.1829000432044268,1.0,1.0,1.0,0.0,0.0
106,multiple,"[[36, 7, 6], [45, 42, 41], [31, 39, 30]]",1.0,1000,46,Established CI #1,46.0,55.14488455295073,9.144884552950728,True,True,1.0004000505432487,9.144884552950728,0.10935075169181176,1.0,8.144884552950728,4.072442276475364
106,multiple,"[[36, 7, 6], [45, 42, 41], [31, 39, 30]]",1.0,1000,46,Established CI #2,46.0,212.53322014530224,166.53322014530224,True,True,0.42559998109936714,166.53322014530224,0.006004807924373815,1.0,165.53322014530224,82.76661007265113
107,multiple,"[[48, 30, 29], [20, 35, 13]]",1.0,1000,49,Simulation (reference),49.0,54.0,5.0,False,True,619.0876999171451,1.0,1.0,5.0,0.0,0.0
107,multiple,"[[48, 30, 29], [20, 35, 13]]",1.0,1000,49,ehp CI,49.0,54.0,5.0,False,True,0.8500999538227916,1.0,1.0,5.0,0.0,0.0
107,multiple,"[[48, 30, 29], [20, 35, 13]]",1.0,1000,49,Established CI #1,49.0,70.69727996225356,21.69727996225356,True,True,0.5341999931260943,4.339455992450712,0.2304436320450502,5.0,16.69727996225356,8.34863998112678
107,multiple,"[[48, 30, 29], [20, 35, 13]]",1.0,1000,49,Established CI #2,,,,False,False,0.013900105841457844,,,,,
108,multiple,"[[39, 44, 9], [47, 30, 28], [45, 33, 31]]",1.0,1000,74,Simulation (reference),116.0,384.0,268.0,False,True,893.0482999421656,1.0,1.0,268.0,0.0,0.0
108,multiple,"[[39, 44, 9], [47, 30, 28], [45, 33, 31]]",1.0,1000,74,ehp CI,77.0,92.0,15.0,False,True,1.1984999291598797,0.055970149253731345,0.0,0.0,331.0,165.5
108,multiple,"[[39, 44, 9], [47, 30, 28], [45, 33, 31]]",1.0,1000,74,Established CI #1,74.0,87.32183739616207,13.321837396162067,True,True,0.3266000421717763,0.04970834849314204,0.0,0.0,338.6781626038379,169.33908130191895
108,multiple,"[[39, 44, 9], [47, 30, 28], [45, 33, 31]]",1.0,1000,74,Established CI #2,74.0,1000.0,926.0,True,True,0.6819999543949962,3.455223880597015,0.2894168466522678,268.0,658.0,287.0
109,multiple,"[[50, 48, 26], [27, 19, 17], [36, 45, 22], [34, 29, 24]]",1.0,1000,72,Simulation (reference),77.0,99.0,22.0,False,True,1284.047199995257,1.0,1.0,22.0,0.0,0.0
109,multiple,"[[50, 48, 26], [27, 19, 17], [36, 45, 22], [34, 29, 24]]",1.0,1000,72,ehp CI,73.0,84.0,11.0,False,True,1.4670999953523278,0.5,0.2692307692307692,7.0,19.0,9.5
109,multiple,"[[50, 48, 26], [27, 19, 17], [36, 45, 22], [34, 29, 24]]",1.0,1000,72,Established CI #1,72.0,77.21655715796739,5.216557157967387,True,True,0.341300037689507,0.23711623445306304,0.008020635480273578,0.21655715796738662,26.783442842032613,13.391721421016314
109,multiple,"[[50, 48, 26], [27, 19, 17], [36, 45, 22], [34, 29, 24]]",1.0,1000,72,Established CI #2,72.0,1000.0,928.0,True,True,0.17230003140866756,42.18181818181818,0.023706896551724137,22.0,906.0,448.0
110,multiple,"[[14, 43, 12], [36, 33, 10]]",1.0,1000,59,Simulation (reference),71.0,105.0,34.0,False,True,676.1285000247881,1.0,1.0,34.0,0.0,0.0
110,multiple,"[[14, 43, 12], [36, 33, 10]]",1.0,1000,59,ehp CI,70.0,118.0,48.0,False,True,0.7789999945089221,1.411764705882353,0.7083333333333334,34.0,14.0,6.0
110,multiple,"[[14, 43, 12], [36, 33, 10]]",1.0,1000,59,Established CI #1,59.0,129.82978710079445,70.82978710079445,True,True,0.3203999949619174,2.083229032376307,0.4800240321436551,34.0,36.82978710079445,6.414893550397224
110,multiple,"[[14, 43, 12], [36, 33, 10]]",1.0,1000,59,Established CI #2,,,,False,False,0.011399970389902592,,,,,
111,multiple,"[[45, 48, 30], [39, 39, 22]]",1.0,1000,63,Simulation (reference),65.0,80.0,15.0,False,True,629.6577999601141,1.0,1.0,15.0,0.0,0.0
111,multiple,"[[45, 48, 30], [39, 39, 22]]",1.0,1000,63,ehp CI,65.0,80.0,15.0,False,True,0.7142000831663609,1.0,1.0,15.0,0.0,0.0
111,multiple,"[[45, 48, 30], [39, 39, 22]]",1.0,1000,63,Established CI #1,63.0,94.78297803276854,31.78297803276854,True,True,0.3560000332072377,2.1188652021845695,0.4719507399380531,15.0,16.78297803276854,6.39148901638427
111,multiple,"[[45, 48, 30], [39, 39, 22]]",1.0,1000,63,Established CI #2,,,,False,False,0.013899989426136017,,,,,
112,multiple,"[[26, 43, 21], [42, 39, 21]]",1.0,1000,60,Simulation (reference),62.0,77.0,15.0,False,True,647.8304999182001,1.0,1.0,15.0,0.0,0.0
112,multiple,"[[26, 43, 21], [42, 39, 21]]",1.0,1000,60,ehp CI,63.0,80.0,17.0,False,True,0.7621999830007553,1.1333333333333333,0.7777777777777778,14.0,4.0,2.0
